URL|Products|Category|Brand|Service_Centre_Name|Contact_Person|Address|Pincode|E-mail|Website|State|City|Latitude|Longitude|std_code|Phone1|Phone2|Mobile1|Mobile2|Mobile3|Mobile4
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Maxtech Solutions|Mr. Avinash Tomar|77 Rahul Complex,Ram Nagar Kirana Mandi ChowkAmbedkar Road|201001|maxtechsolutionsgzb@gmail.com||Delhi/NCR|Ghaziabad|28.6610583|77.432008| |||9213717470|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Silicon IT Solutions|Manoj Tomer|Shop no. 12B, Ground Floor, Laxmi Market (Atta Market ), Sec-27 Noida ( Near to Vinayak hospital)|284001|sits.canon@gmail.com||Delhi/NCR|Noida|28.5711847|77.328182| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Mehak Infotech|Atul Kumar|1st Floor 42/38 Vashisth Complex, Rajiv colony, NH -8 Gurgaon -122001, Near Foot Over Bridge|122001|asccanon@gmail.com||Haryana|Gurgaon|28.3499215|77.066034| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Appolo  Systems And Services|Rakesh kumar|Shop No 220, Block No 22, SDA ComplexKasumpati|171009|appollosystems@yahoo.com||Himachal Pradesh|Shimla|31.0784644|77.180304| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|camera collection point|Canon|Shree Balaji Technology|Mukesh|2nd Basement.Sh.Balazi Plaza,Out Site Nagori Gate,Near Handloom emporaim|125001|GCS_hisar@yahoo.co.in||Haryana|Hissar|29.1616981|75.721108| |||9215676500|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Gee Computers|Gurmukh|SCO # 24-25 , Doaba Market, Adj. Punjab Roadwayes Depot No 1 Opp. Bus Stand, Jalandhar|144001|cccjal@gmail.com||Punjab|Jalandhar|31.312231|75.593256| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|High Performance Computer Co|Mr Jagmohan|66 First Floor Nehru Shopping ComplexLawrence Road|143001|jaggu_hpc@yahoo.com||Punjab|Amritsar|31.6418942|74.876| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|MS VP Sale And Servicing|Vinod Raina|5A/A Gandhi Nagar Near Police Station On National Highway Side|180004|vinod.rainavpservicing@gmail.com||Jammu and Kashmir|Jammu|32.701706|74.855046| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Next Vision Technology|Jitender Singh Guleria|Shop No 128/9, 1st Floor,College Raod|175001|nextvision.mnd@gmail.com||Himachal Pradesh|Mandi|31.6962683|76.923973| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Offcom Equipments|Mr Sajad|90 Munir ManzilRegal Chowk|190001|sajad.banday@offcom-sgr.com||Jammu and Kashmir|Srinagar|34.0826627|74.862409| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Soniteck Computer|Anil Kumar|Shop No 9 Dhobi Ghat MarketNear Sanghi Nursing Home Sonipat Stand|124001|sonitekcomputers@yahoo.com||Haryana|Rohtak|28.8973324|76.586565| |||9896671380|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Sterlite Technical Services|Shailender Tomar|2nd floor  7- New Road opp. MKP(PG)College  Near Doon Hospital|248001|cccdeh@gmail.com||Uttarakhand|Dehradun|30.3190194|78.04365| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|The Computer Point|Mr Ajay thakur|The Computer point SCO- 11 Top Floor Sec 20 D Chandigarh 160022|160020|cccchd@gmail.com||Punjab|Chandigarh|30.7401917|76.748064| |||9417421292|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|DEV Technology|Mr Kamal Bisht|1, Guru Teg Bahadur Market,Tikonia, HALDWANI, Nainital |263139|devtechnology05@gmail.com; devtech.service@yahoo.com||Uttarakhand|Haldwani|29.223592|79.530387| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|N A Marketing|Mr Ajay thakur|Shop No. 1, Chadha Complex, Jail Road, Near Dukhnivaran Sahib Gurdwara, Patiala|147001|namarketing175@gmail.com||Punjab|Patiala|30.346952|76.396075| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Himachal Infotech|Mr Rajiv|Near Himachal Cinema Nangal Road UNA HP|174303|himachalinfotech2010@gmail.com||Himachal Pradesh|Una|31.4662255|76.276178| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|GTE Computer|Mr Goutam|GIC Road near Lead Bank Pithoragarh UK|252501|gtepth@gmail.com||Uttarakhand|Pithoragarh|29.5856649|80.210775| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Om Office Automation|Mr Dinesh|Near Army Cantt Shuvidha Nagar Rudraprayag UK|246171|omofficeautomation@gmail.com||Uttarakhand|Rudraprayag|30.2844141|78.981141| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Krishna Computer|Mr Ankur|Shop no 959 New awas vikas Saharanpur UP|247001|krishnacomputer.printer@gmail.com||Uttar Pradesh|Saharanpur|29.9383853|77.543992| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Print Media|Mr Ishfaq Guhnoo|Dar complex 1st & 2nd Floor opposite Hotel Four Bhai General Bus Stand Anantnag J&K|192101|ishfaq_25@yahoo.com||Jammu and Kashmir|Anantnag|33.7367021|75.145894| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Maps Pheripherals|Mr Markandey Mishra|Shop No-13, 1st Floor, Sri Ram Complex, Near Roadways, Cantt, Varanasi|221001|cccban@gmail.com||Uttar Pradesh|Varanasi|25.329059|82.965831| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|camera collection point|Canon|Global Intech Services|Mr Azhar Husain|FFC 05, Somdutt Plaza 3rd Naveen Market, The Mall|208001|ccckan1@gmail.com||Uttar Pradesh|Kanpur|26.4822916|80.317197| |||9415515523|9984786491||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|A.V. Computer Services|Mr Vaibhav|city enclave , oppsite kumar nurshing home, ramghat road , aligarh|202001|canon.aligarh@gmail.com||Uttar Pradesh|Aligarh|27.8885505|78.080712| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Sandeep Commercial College|Mr Sachin|4,satyam palaza, PL Sharma Road|250001|sandeep_commercial@yahoo.com||Uttar Pradesh|Meerut|28.9929603|77.710258| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Unique Computer And Communication|Mr Binay Yadav|Shop No.425Shaligram Bhawan,Shahi MarketCinema RoadGolghar|273001|unique_com2003@yahoo.com||Uttar Pradesh|Gorakhpur|26.7560875|83.370182| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|R.R. Solutions|Mr Shad Alam|B-61, upper Basement, First Floor, Indira Bhawan, Civil Linc, Allahabad|211001|rrsolutionallahabad@gmail.com||Uttar Pradesh|Allahabad|25.4494274|81.834859| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Sai Computers|Mr Vijay|Bala Ji Colony, Friends Colony, Bharthana Road, Etawah|206001|saicanon7@gmail.com||Uttar Pradesh|Etawah|26.7892761|79.02968| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|OM Computers|Mr Prahyanshu|Main Road, Khaprail Bazar, Lakhimpur-Khiri|262701|omlmp@yahoo.com||Uttar Pradesh|Lakhimpur-Khiri|27.9477801|80.78057| |||9452145854|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|R. G. Solutions|Mr Gaurav Singh Rajput|756/48 Nand Residency,Narayan Bagh Road|284001|rgsolutionsjhansi@gmail.com||Uttar Pradesh|Jhansi|25.4493269|78.591426| |||8756287503|9696843978||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Max Smart Gallery|Mr Sonu Saini|Shop - 103-104, Super Bazaar, Station Road, Moradabad|244001|maxsmartgallery@gmail.com||Uttar Pradesh|Moradabad|28.8337572|78.77173| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Limra Telecom and Computer|Mr Ghulam Ali|Limra Manzil, Garwar Road, Umarganj, Ballia|277001|limracomputer.ali@gmail.com||Uttar Pradesh|Ballia|25.7591956|84.138672| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Galaxy Infotech|Mr. Dhanesh Prakash Bharadwaj|4/S-25F-1, SUPER MARKET, SANJAY PLACE|282001|galaxyagra@gmail.com||Uttar Pradesh|Agra|27.2010588|78.008623| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Plus Computer Repairing Center|Mr. Sharoor Mohammad|SHOP NO.-9,CITY CENTER,JEEVAN SHAH TEERAHA|284002|Asc.jhansiplus.canon@gmail.com||Uttar Pradesh|Jhansi|25.4534825|78.569634| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Computer Zone|Avinash Kumar Verma|5,RAIDOPUR,NEAR DURGA JI MANDIR|276001|avinash@computerzone.net.in||Uttar Pradesh|Azamgarh|26.0062767|83.193694| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Vats Peripherals Services|Mr. Omkar Mishra|1st Floor, Jalkal Complex North|274001|vats.karjhan@gmail.com||Uttar Pradesh|Deoria|26.4981451|83.78586| |||8948366542|9455929328||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Sun Infotech Solutions|Mr. Vicky / Bupesh|1st Floor 4/24 Sukhadia Shopping Center,Sri Ganganagar-335001|335001|suninfotech.sgnr@gmail.com||Rajasthan|SrigangaNagar|29.9089937|73.881276| |||9784696000|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Technocrats Lab|Mr. Avni Gupta|S-33Sector-2,M.P.Nagar, Bikaner-3334001|334001|avnibik@yahoo.co.in||Rajasthan|Bikaner|28.039872|73.296513| |||9829141940|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Shri Balaji Computer Peripherl|Surendra Kumar Surtaniya|Basement Hotel Kalinga Palace, Station Road, Barmer-344001, Rajasthan, India |344001|sbcp.barmer@gmail.com||Rajasthan|Barmer|25.746202|71.395402|2982|230483|||||
https://edge.canon.co.in/service-networks|professional camcorder|Authorised Service Franchise|Canon|Central Camera Services|Mr. Pankaj Sharma|Opposite metro pillar no 126,Near Shyam Nagar metro station,Sodala|302019|ccscanonjp@gmail.com||Rajasthan|Jaipur|26.8965933|75.770674| |||9214339947|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Kannu Computers|Mr. Ram Singh|Riddhi Plaza, First Floor, Shop No 3/2, Housing Board, Devipura|306401|kannucompali@gmail.com||Rajasthan|Sikar|25.793767|73.304414| |||9782855596|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Right Click|Mr. Imran|1-A, Chaugan Scheme, K.C. Complex, Near Lok Kala Mandal, Udaipur, Rajasthan-313001|313001|rightclickudr@gmail.com||Rajasthan|Udaipur|24.5944554|73.691711| |||9799277558|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Rajawat Computech|Mr. Ashish|Shree Agarsen Tower, 1A, Jai Complex, 1st Floor, Alwar, Rajasthan-301001|301001|rajawat.computech@gmail.com||Rajasthan|Alwar|27.5689489|76.608704| |||8955027736|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Shri S S Computer And Printers|Mr. Sunil|36/288; KESHAV KI PRATIMA; DESHWALI GALI; SARVESHWAR NAGAR; LOHAKHAN; AJMER; RAJASTHAN|305001|Shriscomputer4@gmail.com||Rajasthan|Ajmer|26.4817089|74.651311| |||7230990255|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Simplex Electronics|Mr. Rakesh|753; KHATRI BHAWAN; NEAR GEETA BHAWAN; UMAID HOSPITAL ROAD; SARDARPURA; JODHPUR-342003|342003|sccjod@gmail.com||Rajasthan|Jodhpur|26.2832313|73.00658| |||9314133177|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Global Service Center|Mr. Randhir|B-NARAYAN GATE; CIRCULAR RAOD; BHARATPUR; RAJASTHAN|321001|globalservicecenterbtp@gmail.com||Rajasthan|Bharatpur|27.2118614|77.496472| |||9269344405|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|MAA IT Service|Mr. Swai|Maa Kripa Building, Near ESI Hospital No.1, PHED Office, Sub Registrar Office, Bhatwara, Jodhpur Road|306401|SWAISINGH5810@GMAIL.COM||Rajasthan|Pali|25.7921419|73.304546| |||9461145819|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Prachi Computers|Mr. Suresh|BALAJI KATLA; NEAR TONK BUS STAND; BAJARIA; SAWAI MADHOPUR-322001|322001|prachicomputerswm@gmail.com||Rajasthan|Sawai Madhopur|26.0177308|76.35297| |||9414346240|||
https://edge.canon.co.in/service-networks|professional camcorder|camera collection point|Canon|IT Campus|Mr Anantaya Sarkar|45/1 Khalui Bill Mathfirst Lane Near Omkarnath Ashram Burdwan -713101|713101|asccanon.bwn@gmail.com||West Bengal|Burdwan|23.5797663|87.291854| |||9434665543|||
https://edge.canon.co.in/service-networks|professional camcorder|camera collection point|Canon|Vision Edge Solution|Mr Dipankar Dutta|Vision Edge Solution, C/O Arijit Sarkar, RC-131, A.P.C Roy Sarani, Gnd Floor, GITANJALI Park, Bengal Ambuja, City Centre|713216|support.dgp@visionedge.co.in||West Bengal|Durgapur|23.5351722|87.303458| |||9883966770|||
https://edge.canon.co.in/service-networks|professional camcorder|camera collection point|Canon|Megha Associates|Mr Paras Choudhary|81/5; A.C Road Indraprastha; PO Khagra District Murshidabad|742103|megha.asso@gmail.com||West Bengal|Berhampore|24.1041317|88.255456| |||9476171593|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Micro Digital|Mr. Krishna Chandra Mondal|W. No. 9, 98, Mnk Road,Po Bharsalapara Birbhum,near Hanuman Mandir Rampurhat|731224|serv.rampurhat@gmail.com||West Bengal|Rampurhat|24.1802618|87.791583| |||9749250934|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Comtec|Mr. Partha Pratim Shau|Police Club Shopping Complex,Room No. FF 18,and 19, Library Road,Mednipur - 721101|721101|comtec12@rediffmail.com||West Bengal|Mednipur|22.4192966|87.324919| |||9434229905|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Das and Das Computer|Mr Partha Das|Subhas Pally Kanir More,P.O. Dist- Malda,Malda Town - 732101|732101|ddcmalda2003@rediffmail.com||West Bengal|Malda|25.0101195|88.134324| |||9434165982|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Unique Services|Mr Chittaranjan Naskar|15, West Lanes Bow Bazar,Krishnanagar - 741101 |741101|unique.servicek@gmail.com||West Bengal|Krishna nagar|23.3992401|88.490928| |||9831002357|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Joy enterprises|Mr Joy Majumdar|19, Mukherjee Para Lane, Serampore,Hoogly - 712201|712201|joyenterprise@rediffmail.com||West Bengal|Serampore|22.7555537|88.338624| |||9830348410|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Balaji Computers|Mr. Chandra Shekhar Singh|Nandlal Complex, Near SBSTC Depot,Purulia - 723101|723101|ascpurulia@gmail.com||West Bengal|Purulia|23.3318429|86.360484| |||9434105940|||
https://edge.canon.co.in/service-networks|professional camcorder|Authorized Service Franchise|Canon|The Peripheral Services|Mr Tribhuvan Prasad|03 M ,OM Complex,S. P. Verma Road|800001|cccpat1@gmail.com||Bihar|Patna|25.6115493|85.140036| |||9334117605|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|The Peripheral Services|Mr Tribhuvan Prasad|03 M ,OM Complex,S. P. Verma Road|800001|cccpat1@gmail.com||Bihar|Patna|25.6115493|85.140036| |||9334117605|||
https://edge.canon.co.in/service-networks|professional camcorder|Authorized Service Franchise|Canon|Axiom Computers Pvt. Ltd.|Jyoti Prakash|11, Janpath, 1st floor, Satya Nagar|751007|cccbub@gmail.com||Orissa|Bhubaneswar|20.2801196|85.843918| |||8018618369|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Axiom Computers Pvt. Ltd.|Jyoti Prakash|11, Janpath, 1st floor, Satya Nagar|751007|cccbub@gmail.com||Orissa|Bhubaneswar|20.2801196|85.843918| |||8018618369|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Visual Computers|Mr. Santosh Kumar|Hatibandha Street|760001|visual_computers@rediffmail.com||Orissa|Berhampore|19.3098962|84.798765| |||9437609558|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Tech Exchange|Mr. Ratikanta Giri|Plot No. 233, Saheed Nagar|751007|canon_tech@rediffmail.com||Orissa|Bhubaneswar|20.2905697|85.847697| |||9937878932|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Prakash Informatics|Mr. Mohd. Akhtar|1st Lane,JM Colony,Budharaja|768004|pratech100@yahoo.co.in||Orissa|Sambalpur|21.4812405|83.98353| |||9853375431|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Intelligent Systems|Mr. Ritesh Kumar Sarangi|DIC Office Square, Ground Floor, OT Road, Anghar Gadia|756001|service@techinteli.com||Orissa|Balasore(Baleswar)|21.4882268|86.917227| |||9337184849|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Diligent Solutions|Mr. Sourav Biswas|303, 3rd Floor,Yashkamal Complex, Bistupur|831001|diligentsolutionsjsr@gmail.com||Jharkhand|Jamshedpur|22.7956904|86.184448| |||9334804257|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Loknath Infotech|Mr. Pradosh Pati|KMBM Road; Baripada|757001|loknathinfotech@yahoo.co.in||Orissa|Baripada|21.9359026|86.72368| |||9937382712|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Savvy Tech Solutions|Mr. Sarwar|Manjhiyao Road, Near Bazar Samiti Back Side of Railway Crossing, Garhwa|834001|canonservicegarhwa@gmail.com||Jharkhand|Garhwa|24.1687198|83.807355| |||7004223909|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Auto Machine|Mr. Ramanand Chourasia|Court Compound; Chuha Bagan|814101|pappu50216@gmail.com||Jharkhand|Dumka|24.2537646|87.236657| |||9431150216|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Swarnrekha|Mr. Sushil Gupta|BNS Building; Near SBI ATM; Main Road; Hinoo|834002|swarnrekha.canon01@gmail.com||Jharkhand|Ranchi|23.331498|85.316936| |||8210471381|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Aditya Info Solution|Mr. Sandeep Sinha|Pugmil Road; 1st Floor; H. No. 02T; Plot No. 672|825301|sandeepsinha333@gmail.com||Jharkhand|Hazaribagh|24.0082409|85.349799| |||9973291507|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|All Solutions|Mr. Kamlesh Kumar|3rd Floor; Devraj Complex; Adarsh Vihar; Dhansar|828106|allsolution6431@gmail.com||Jharkhand|Dhanbad|23.7768804|86.414934| |||9470508909|||
https://edge.canon.co.in/service-networks|professional camcorder|Authorized Service Franchise|Canon|Techshop Services|Mr. Anjan Bhattacharjee|House No 66; Rajagarh Main Road|781007|techshopservices.canon@gmail.com||Assam|Guwahati|26.1681856|91.769623| |||8473911463|9859945094|9435145094|
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|System & Solutions|Mr. Manna Dey|Durga Bari Road, UMA Complex,Opp. Choudhary Shopping Complex, Barpeta Road    |781315|system.solution6600@gmail.com||Assam|Barpeta Road|26.4984428|90.969895| |||9435736600|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Computer Genesis|Mr. Pradeep Jain|Assian Shoping Complex, N.L.Road, Central Plaza, Dimapur,Nagaland|797112|cgdimapur@gmail.com||Nagaland|Dimapur|25.908885|93.72299| |||9436004228|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Techshop Services|Mr. Anjan Bhattacharjee|House No 66; Rajagarh Main Road|781007|techshopservices.canon@gmail.com||Assam|Guwahati|26.1681856|91.769623| |||8473911463|9859945094|9435145094|
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Renan System and Service|Mr. Mehadi Alam|DARBAR ROAD,WARD NO - 3,NEAR TWINKLE STAR ACADEMY, SHIVSAGAR|785640|mehadialam2@gmail.com||Assam|Sibsagar|26.9856628|94.625671| |||9954303139|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Nilima Enterprise|Mr. Jayanta Chodhery|Ronaldsay Road ; Opp Court|799001|nilimaent@hotmail.com||Tripura|Agartala|23.8352449|91.270103| |||9436125328|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Bora Communication|Mr. Gonesh Bora|Jail Road, W. No. 8,North Lakhimpur|787001|goneshbora@yahoo.com||Assam|North Lakimpur|27.2371697|94.100989| |||9435388046|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Digiworld|Santanu Kumar Bora|New Mission Market,Dr. Huze Road|782001|ndw.nagaon@gmail.com||Assam|Nagaon|26.3506237|92.685609| |||9706114344|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Tech Max|Mr. Prasanta Das|G.D Complex N.T Road,Opposite Bank Of Baroda|784001|prasant_d27@yahoo.com||Assam|Tezpur|26.652849|92.792559| |||9864246579|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|IT Online|Mr. Mamon Sharma|N.S.Avenue; Hospital Road|788005|itonline.silchar@gmail.com||Assam|Silchar|24.8225398|92.799127| |||9435071302|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Eureka Trading|Mr. Pawan Sharma|SHOP NO - 87, MUDA,POLICE BAZAR|793001|eurekatrading_2006@yahoo.com||Meghalaya|Shillong|25.5764966|91.882058| |||9863067469|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Mangall Infotech endover|Mr. Jeevan Chandra|Pona bazar|795001|amt.mnp@gmail.com||Manipur|Imphal|24.8048485|93.934614| |||9402882867|||
https://edge.canon.co.in/service-networks|professional camcorder|Authorized Service Centre|Canon|Micro Lab|Mr Sabyasachi Bagchi|D-14; Bijoydeep Building, Siliguri, Pin-734001|734001|mlabslg@gmail.com||West Bengal|Siliguri|26.7198262|88.425962| |||9126672082|||
https://edge.canon.co.in/service-networks|professional camcorder|authorized service center|Canon|Printer Bazar|Mr Tanmoy Saha|508/630 Uttar Arabindra Nagar, Alipuduar court|736122|printerbazar.coochbehar@gmail.com||West Bengal|Alipurduar|26.3305408|89.451171| ||||||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Orbit Enterprises|Mr. U.Murugan|# 5 Palace Towers ,Cherry Road, |636001|orbit_slm@hotmail.com||Tamil Nadu|Salem|11.658429|78.15858| |||9344422199|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Magnanim Systems|Mr. Ramesh|25, (First Floor),Needarajappaiyar Street|605001|service@magnanimsystem.in||Pondicherry|Pondicherry|11.9338556|79.829604| |||9894732828|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|JK PRINTERS|Mr. Ravi|232/A,THIRUCHENDUR ROAD,NEAR HOTEL ANNAPOORNA,Palayamkottai|627002|jkprinters111@gmail.com||Tamil Nadu|Tirunelveli|8.7268333|77.735759| |||9843189111|||
https://edge.canon.co.in/service-networks|professional camcorder|Camera Collection Point|Canon|Aim Enterprises|M.Prabaharan|No 112 Opp Bjp Bhawan,Shop No 3 M.G Road Middle Point|744101|info@aimenterprises.net||Andaman and Nicobar Islands|Port Blair|11.6687448|92.7363| |||9434282223|||
